MMS-Topology, Synch-Mode, MPI-Nodes, TW-End-Time, Batch, GVT-Interval, nKP-per-PE, Terminal-LPs, MPI-LPs, Router-LPs, Routing-Algorithm, Csf-Ratio, Num-Indirect-Routes, SF-ATh-Value, VC-Count, Throughput, Throughput-Percentage, Total-Hops, AVG-Travel-Time, Max-Latency, Minimal-Count, Nonminimal-Count, Traffic-Workload,   Load, Mean-Interval, Total-Events, Roll-Backs, GVT-Computations, Net-Events, Running-Time(sec), Efficiency, Event-Rate(events/sec)
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.803,                42.848,      2.939,          93.099,     278.599,       1888228,              000,              001,   0.30,         63.58,     35566721,      75265,            34734,   35334685,           19.0418,      99.34,             1855636.75
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      4.977,                56.079,      2.939,          98.489,     392.254,       2517697,              000,              001,   0.40,         47.68,     47389914,      80954,            46280,   47119961,           27.6470,      99.43,             1704344.12
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      6.276,                70.720,      2.939,         106.969,     471.723,       3146711,              000,              001,   0.50,         38.15,     59211272,      83306,            57825,   58901445,           30.2476,      99.47,             1947307.88
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      7.600,                85.629,      2.939,         119.962,     575.768,       3775091,              000,              001,   0.60,         31.79,     71016272,      88721,            69353,   70678010,           37.7874,      99.52,             1870412.75
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      8.744,                98.524,      2.939,         141.246,     836.412,       4402061,              000,              001,   0.70,         27.25,     82829130,      93460,            80890,   82445753,           53.5101,      99.53,             1540752.62
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      9.835,               110.814,      2.939,         183.465,    1224.377,       5025603,              000,              001,   0.80,         23.84,     94621631,      99836,            92406,   94193269,           56.6763,      99.55,             1661952.62
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,     11.021,               124.179,      2.939,         335.701,    3022.148,       5634740,              000,              001,   0.90,         21.19,    104416481,      98469,           101971,  103961418,           66.8555,      99.56,             1555016.88
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,     11.653,               131.298,      2.938,        1659.983,    7768.576,       5922638,              000,              001,   1.00,         19.07,    114311859,      96385,           111635,  113867379,           80.4812,      99.61,             1414832.75
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.359,                15.313,      2.939,          88.781,     195.483,        629114,              000,              001,   0.10,        190.73,     11761928,          0,                0,   11761928,            8.0680,     100.00,             1457844.62
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      2.563,                28.879,      2.939,          90.496,     231.092,       1258684,              000,              001,   0.20,         95.37,     23550424,          0,                0,   23550424,           17.2554,     100.00,             1364814.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.803,                42.848,      2.939,          93.099,     250.917,       1888239,              000,              001,   0.30,         63.58,     35334746,          0,                0,   35334746,           27.7859,     100.00,             1271680.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      5.001,                56.347,      2.939,          98.487,     405.975,       2517629,              000,              001,   0.40,         47.68,     47119994,          0,                0,   47119994,           38.6712,     100.00,             1218478.50
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      6.258,                70.518,      2.939,         106.994,     462.892,       3146730,              000,              001,   0.50,         38.15,     58901621,          0,                0,   58901621,           50.4215,     100.00,             1168183.75
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      7.582,                85.428,      2.939,         119.945,     547.519,       3775093,              000,              001,   0.60,         31.79,     70678139,          0,                0,   70678139,           62.6935,     100.00,             1127359.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      8.744,                98.524,      2.939,         141.209,     796.837,       4402060,              000,              001,   0.70,         27.25,     82446045,          0,                0,   82446045,           76.0564,     100.00,             1084012.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      9.865,               111.150,      2.939,         183.411,    1235.426,       5025691,              000,              001,   0.80,         23.84,     94194280,          0,                0,   94194280,           90.3904,     100.00,             1042082.44
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,     11.039,               124.381,      2.939,         335.603,    3030.144,       5634770,              000,              001,   0.90,         21.19,    103962217,          0,                0,  103962217,          106.4442,     100.00,              976682.50
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,     11.617,               130.895,      2.938,        1659.208,    7276.560,       5922774,              000,              001,   1.00,         19.07,    113870270,          0,                0,  113870270,          128.8299,     100.00,              883880.56
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.347,                15.178,      2.938,         620.378,    3263.528,        620049,              000,              001,   0.10,        190.73,     11885588,      72270,            11608,   11697384,            8.2616,      98.39,             1415868.62
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.973,                22.230,      2.937,        4835.418,   22269.689,        971470,              000,              001,   0.20,         95.37,     21284518,      53714,            20786,   21129579,           17.2405,      99.27,             1225578.75
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.973,                22.230,      2.933,        9005.944,   30211.125,        988926,              000,              001,   0.30,         63.58,     27234238,      44594,            26597,   27108413,           18.5028,      99.54,             1465099.25
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.973,                22.230,      2.930,       11656.837,   32550.224,        992119,              000,              001,   0.40,         47.68,     32287184,      34337,            31532,   32169237,           16.7948,      99.63,             1915431.25
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.979,                22.297,      2.927,       13342.261,   34053.628,        993720,              000,              001,   0.50,         38.15,     36405797,      40559,            35554,   36261202,           17.7746,      99.60,             2040058.25
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.973,                22.230,      2.927,       14495.839,   35178.360,        994678,              000,              001,   0.60,         31.79,     39495107,      43928,            38571,   39338562,           19.5466,      99.60,             2012548.25
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.979,                22.297,      2.927,       15321.278,   35799.957,        995242,              000,              001,   0.70,         27.25,     42642078,      43012,            41644,   42481804,           21.9828,      99.62,             1932505.62
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.347,                15.178,      2.939,         332.558,     879.838,        624768,              000,              001,   0.10,        190.73,     11781900,       5579,            11507,   11727742,            8.2421,      99.54,             1422915.25
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      2.545,                28.677,      2.939,         556.228,    3762.850,       1245490,              000,              001,   0.20,         95.37,     23548912,       8823,            22998,   23453597,           19.6397,      99.59,             1194195.00
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.117,                35.125,      2.938,        4610.455,   14338.505,       1550107,              000,              001,   0.30,         63.58,     31642777,      12504,            30903,   31501185,           21.4728,      99.55,             1467029.88
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.129,                35.259,      2.938,        7732.237,   20274.069,       1550838,              000,              001,   0.40,         47.68,     33816184,      11767,            33026,   33681810,           27.3262,      99.60,             1232581.12
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.153,                35.528,      2.938,        8303.632,   22751.570,       1552452,              000,              001,   0.50,         38.15,     35630619,      15740,            34798,   35414626,           30.0798,      99.39,             1177356.25
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.111,                35.058,      2.938,        8316.408,   23490.737,       1552835,              000,              001,   0.60,         31.79,     37363147,       9031,            36490,   37270926,           26.1348,      99.75,             1426104.62
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.129,                35.259,      2.938,        8325.004,   23101.137,       1552977,              000,              001,   0.70,         27.25,     38961170,      20693,            38052,   38686269,           32.0219,      99.29,             1208119.12
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.123,                35.192,      2.938,        8281.333,   22874.080,       1552955,              000,              001,   0.80,         23.84,     39980362,      16833,            39045,   39807812,           36.9354,      99.57,             1077768.75
        19.9,        003,       004,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      3.129,                35.259,      2.938,        8311.882,   23268.312,       1552941,              000,              001,   0.90,         21.19,     41429669,      16347,            40461,   41200685,           29.1252,      99.44,             1414606.88
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.228,                13.835,      3.000,         275.669,   36241.630,        584268,              000,              002,   0.10,        190.73,     11356596,          0,                0,   11356596,            7.8996,     100.00,             1437625.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.347,                15.178,      3.000,        9158.940,   38230.224,        634414,              000,              002,   0.20,         95.37,     16175852,          0,                0,   16175852,           12.5163,     100.00,             1292383.00
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.347,                15.178,      3.000,       12120.390,   33008.033,        634928,              000,              002,   0.30,         63.58,     19309700,          0,                0,   19309700,           16.0018,     100.00,             1206724.00
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.341,                15.111,      3.000,       12286.541,   33410.884,        635177,              000,              002,   0.40,         47.68,     22245367,          0,                0,   22245367,           19.0970,     100.00,             1164864.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.353,                15.245,      3.000,       12348.359,   38941.496,        635323,              000,              002,   0.50,         38.15,     23933180,          0,                0,   23933180,           20.9938,     100.00,             1140013.00
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.341,                15.111,      3.000,       12384.070,   34526.488,        635448,              000,              002,   0.60,         31.79,     25226675,          0,                0,   25226675,           22.2053,     100.00,             1136064.25
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.347,                15.178,      3.000,       12408.133,   39599.845,        635512,              000,              002,   0.70,         27.25,     26499005,          0,                0,   26499005,           23.5564,     100.00,             1124917.50
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.347,                15.178,      3.000,       12425.525,   35493.145,        635576,              000,              002,   0.80,         23.84,     27758580,          0,                0,   27758580,           25.1589,     100.00,             1103329.00
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.311,                14.775,      3.000,       12431.175,   38097.255,        635605,              000,              002,   0.90,         21.19,     29021384,          0,                0,   29021384,           26.3186,     100.00,             1102694.12
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.347,                15.178,      3.000,       12431.930,   36760.939,        635632,              000,              002,   1.00,         19.07,     30283447,          0,                0,   30283447,           27.1849,     100.00,             1113981.00
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      1.234,                13.902,      4.338,         118.242,     260.178,        182120,           444705,              002,   0.10,        190.73,     14392510,          0,                0,   14392510,           11.4560,     100.00,             1256325.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      2.456,                27.670,      4.470,         125.295,     566.542,        276647,           977691,              002,   0.20,         95.37,     29307694,          0,                0,   29307694,           25.3891,     100.00,             1154340.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      3.695,                41.639,      4.569,         145.635,    1589.920,        315499,          1566215,              002,   0.30,         63.58,     44528777,          0,                0,   44528777,           41.7403,     100.00,             1066804.75
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      4.929,                55.541,      4.651,         185.492,    5726.687,        310828,          2196544,              002,   0.40,         47.68,     59981759,          0,                0,   59981759,           59.6526,     100.00,             1005517.69
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      6.121,                68.973,      4.697,         315.882,   23128.258,        273249,          2857018,              002,   0.50,         38.15,     75364686,          0,                0,   75364686,           80.9512,     100.00,              930988.81
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      6.962,                78.443,      4.679,        2092.080,   29259.236,        207439,          3235161,              002,   0.60,         31.79,     86539128,          0,                0,   86539128,          107.4179,     100.00,              805630.50
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      7.117,                80.189,      4.666,        3850.851,   36663.678,        186452,          3322915,              002,   0.70,         27.25,     92330911,          0,                0,   92330911,          117.7746,     100.00,              783962.62
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      7.683,                86.569,      4.646,        5089.984,   38893.076,        189953,          3351529,              002,   0.80,         23.84,     96675537,          0,                0,   96675537,          248.9325,     100.00,              388360.41
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      7.123,                80.256,      4.637,        6023.261,   39288.185,        193163,          3343213,              002,   0.90,         21.19,     98492616,          0,                0,   98492616,          246.6265,     100.00,              399359.47
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      6.676,                75.219,      4.637,        7077.105,   38663.120,        190495,          3321098,              002,   1.00,         19.07,    101880686,          0,                0,  101880686,          267.9335,     100.00,              380246.12
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      1.359,                15.313,      3.201,          92.542,     219.347,        545537,            82975,              001,   0.10,        190.73,     12255594,          0,                0,   12255594,            9.9444,     100.00,             1232407.38
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      2.557,                28.812,      3.260,          95.459,     243.427,       1053113,           204208,              001,   0.20,         95.37,     24759099,          0,                0,   24759099,           21.1772,     100.00,             1169138.25
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      3.803,                42.848,      3.308,         100.994,     320.689,       1532576,           353231,              001,   0.30,         63.58,     37420366,          0,                0,   37420366,           33.9687,     100.00,             1101612.88
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      4.989,                56.213,      3.386,         110.147,     407.142,       1943130,           570588,              001,   0.40,         47.68,     50480303,          0,                0,   50480303,           47.8964,     100.00,             1053948.25
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      6.253,                70.451,      3.564,         130.247,     763.431,       2139079,           999956,              001,   0.50,         38.15,     64767502,          0,                0,   64767502,           64.1266,     100.00,             1009994.88
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      7.552,                85.092,      3.897,         196.420,    1993.060,       1910266,          1844089,              001,   0.60,         31.79,     81403161,          0,                0,   81403161,           85.0103,     100.00,              957568.19
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      8.702,                98.054,      3.834,         328.798,    3391.366,       2294925,          2085735,              001,   0.70,         27.25,     94129962,          0,                0,   94129962,          105.3090,     100.00,              893845.50
        19.9,        001,       001,      220000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,      9.781,               110.204,      3.586,         648.242,    6490.321,      17828079,          9861575,              001,   0.80,         23.84,    575319774,          0,                0,  575319774,         1374.0841,     100.00,              418693.25
        19.9,        001,       001,      220000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,     10.740,               121.010,      3.352,        3740.324,   33252.463,      22849241,          7343760,              001,   0.90,         21.19,    602914195,          0,                0,  602914195,         1573.3729,     100.00,              383198.56
        19.9,        001,       001,      220000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      002,     11.008,               124.039,      3.331,       12089.021,   58838.617,      23568677,          7295445,              001,   1.00,         19.07,    632979938,          0,                0,  632979938,         1789.5149,     100.00,              353715.94
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      0.697,                 7.858,      2.938,          87.208,     192.022,        313231,              000,              001,   0.05,        381.47,      5854437,          0,                0,    5854437,            3.5352,     100.00,             1656060.00
        19.9,        001,       001,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      0.697,                 7.858,      2.938,          87.208,     192.022,        313231,              000,              001,   0.05,        381.47,      5854437,          0,                0,    5854437,            3.9020,     100.00,             1500374.75
        19.9,        003,       002,       40000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      0.691,                 7.791,      2.938,          87.218,     193.837,        313231,              000,              001,   0.05,        381.47,      5887666,      13869,            11500,    5854499,            5.3029,      99.43,             1104008.62
         7.3,        003,       032,      220000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      4.972,                56.024,      4.597,         180.729,    1432.520,           000,           679931,              001,   0.20,         95.37,     97920456,   15166089,            11959,   14814040,           33.9538,    -461.00,              436300.06
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      2.503,                28.207,      4.866,         152.049,     551.350,           000,          6937574,              001,   0.10,        190.73,    175474289,    6779004,            21423,  156668974,           29.5238,      88.00,             5306539.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      1.252,                14.104,      4.866,         131.866,     337.607,           000,          3469309,              001,   0.10,        190.73,     98203229,    4830703,            11989,   85282668,           15.3495,      84.85,             5556061.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      2.457,                27.682,      4.866,         144.747,     880.282,           000,          6939298,              001,   0.20,         95.37,    184131647,    5430823,            22479,  170599908,           26.5984,      92.07,             6413918.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      3.720,                41.920,      4.866,         172.908,     899.635,           000,         10408145,              001,   0.30,         63.58,    271519320,    5930306,            33146,  255894075,           43.3007,      93.89,             5909698.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      4.995,                56.280,      4.866,         250.139,    2554.506,           000,         13872590,              001,   0.40,         47.68,    357204521,    5870677,            43606,  341137304,           59.1170,      95.29,             5770540.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.112,                68.870,      4.866,        2136.347,   70693.374,           000,         17105490,              001,   0.50,         38.15,    439223311,    5807518,            53618,  422880397,           67.7651,      96.14,             6240390.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.231,                70.213,      4.865,       12395.642,  106404.003,           000,         17364638,              001,   0.60,         31.79,    463979726,    7704133,            56641,  439056891,           73.2743,      94.32,             5991960.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.215,                70.030,      4.865,       14556.952,  104007.199,           000,         17376817,              001,   0.70,         27.25,    472205248,    7994106,            57644,  445890934,           74.7688,      94.10,             5963594.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.183,                69.663,      4.865,       16074.157,  108379.310,           000,         17376328,              001,   0.80,         23.84,    480316927,    8302981,            58634,  452494616,           88.1583,      93.85,             5132754.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.204,                69.908,      4.865,       17348.352,  100167.002,           000,         17380111,              001,   0.90,         21.19,    487758151,    8291219,            59543,  459872526,           77.6387,      93.94,             5923241.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.198,                69.834,      4.865,       18348.937,  106211.156,           000,         17375400,              001,   1.00,         19.07,    495633097,    8366262,            60504,  467056755,           92.8417,      93.88,             5030679.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      1.235,                13.920,      4.881,         130.630,     336.582,           000,          3470447,              002,   0.10,        190.73,    101394631,    5513681,            12380,   85471002,           17.5183,      81.37,             4878951.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      2.472,                27.853,      4.881,         142.421,     593.671,           000,          6941594,              002,   0.20,         95.37,    183280066,    5117604,            22375,  170972007,           25.5900,      92.80,             6681214.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      3.708,                41.786,      4.882,         170.329,    1030.455,           000,         10411602,              002,   0.30,         63.58,    270544427,    5554903,            33027,  256459776,           38.7491,      94.51,             6618474.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      4.944,                55.706,      4.882,         249.297,    3115.158,           000,         13877169,              002,   0.40,         47.68,    357781988,    5809313,            43676,  341897198,           60.0609,      95.35,             5692512.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.008,                67.697,      4.882,        2427.283,   80104.939,           000,         17059374,              002,   0.50,         38.15,    439334395,    5825456,            53631,  422932580,           67.1650,      96.12,             6296919.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.481,                73.021,      4.882,       12488.546,  108966.333,           000,         17270797,              002,   0.60,         31.79,    465629827,    8332349,            56841,  437653044,           88.7729,      93.61,             4930031.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      5.849,                65.902,      4.881,       14653.425,  121559.364,           000,         17275153,              002,   0.70,         27.25,    476374070,    9144878,            58153,  444246529,           89.3078,      92.77,             4974332.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.341,                71.446,      4.881,       16102.725,  112880.415,           000,         17289221,              002,   0.80,         23.84,    483904811,    9223653,            59072,  451492154,           92.1396,      92.82,             4900087.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.383,                71.922,      4.881,       17308.271,  137479.659,           000,         17280725,              002,   0.90,         21.19,    489972431,    9029299,            59813,  458368915,           76.8848,      93.11,             5961762.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               001,       001,                 004,        0.100,      004,      6.591,                74.267,      4.882,       18383.980,  117732.677,           000,         17280431,              002,   1.00,         19.07,    498186530,    9184325,            60816,  465646114,           94.8050,      93.01,             4911620.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.235,                13.920,      3.000,         856.307,  194212.312,       3228627,              000,              002,   0.10,        190.73,    238894354,   25960554,            29166,   62056600,           84.7292,    -184.96,              732411.19
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.350,                15.215,      3.000,       41522.700,  214067.867,       3502389,              000,              002,   0.20,         95.37,    283638942,   31417061,            34628,   77127960,          112.5308,    -167.75,              685394.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.349,                15.203,      3.000,       48616.237,  198236.625,       3502894,              000,              002,   0.30,         63.58,    283335930,   31540605,            34591,   84224481,          104.9776,    -136.41,              802309.38
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.350,                15.215,      3.000,       52607.893,  209211.266,       3503101,              000,              002,   0.40,         47.68,    281369520,   31239634,            34350,   91395646,           94.3453,    -107.86,              968735.25
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.350,                15.215,      3.000,       52622.374,  216736.108,       3503264,              000,              002,   0.50,         38.15,    281164587,   30610813,            34326,   98347407,           87.2465,     -85.89,             1127236.00
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.350,                15.215,      3.000,       52661.757,  217807.004,       3503376,              000,              002,   0.60,         31.79,    279279212,   29700580,            34095,  105297993,           80.7718,     -65.23,             1303648.25
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.350,                15.215,      3.000,       52696.978,  208338.356,       3503468,              000,              002,   0.70,         27.25,    281432274,   29509857,            34357,  112248446,           76.2286,     -50.72,             1472523.50
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.351,                15.227,      3.000,       52713.573,  214170.569,       3503544,              000,              002,   0.80,         23.84,    281877623,   28695432,            34412,  119195388,           78.3467,     -36.48,             1521383.88
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.352,                15.239,      3.000,       52737.552,  216520.313,       3503541,              000,              002,   0.90,         21.19,    281053580,   27965376,            34311,  126143656,           71.7197,     -22.80,             1758842.88
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.355,                15.264,      3.000,       52760.927,  213905.822,       3503579,              000,              002,   1.00,         19.07,    281483566,   27339802,            34363,  133090444,           69.7286,     -11.50,             1908691.12
        19.9,        003,       032,      220000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.264,                14.238,      2.939,          85.287,     204.776,       3469920,              000,              001,   0.10,        190.73,     74038210,    3125014,             9040,   65227295,           10.4875,      86.49,             6219503.00
